,Unnamed: 0.1,Unnamed: 0,subjects,objects,relationships,dates,titles,weight,Year
2272,2272,2272,GlobalSelfie,These photos fr...,http://youtu.be/lbtjx8XgDvs,"May  7, 2014","These photos from around the world represent just a small number of the 50,000 photos that were posted to social media platforms in response to NASA's #GlobalSelfie campaign held on Earth Day 2014. The 50,000 images are being assembled into a mosaic image of Earth to be released later in May. The Global Selfie event was designed to encourage environmental awareness and recognize NASA's ongoing work to protect our home planet.",0, 2014
2273,2273,2273,Earth,These photos fr...,http://youtu.be/lbtjx8XgDvs,"May  7, 2014","These photos from around the world represent just a small number of the 50,000 photos that were posted to social media platforms in response to NASA's #GlobalSelfie campaign held on Earth Day 2014. The 50,000 images are being assembled into a mosaic image of Earth to be released later in May. The Global Selfie event was designed to encourage environmental awareness and recognize NASA's ongoing work to protect our home planet.",2, 2014
2274,2274,2274,Earth,These photos fr...,http://youtu.be/lbtjx8XgDvs,"May  7, 2014","These photos from around the world represent just a small number of the 50,000 photos that were posted to social media platforms in response to NASA's #GlobalSelfie campaign held on Earth Day 2014. The 50,000 images are being assembled into a mosaic image of Earth to be released later in May. The Global Selfie event was designed to encourage environmental awareness and recognize NASA's ongoing work to protect our home planet.",4, 2014
2275,2275,2275,Global Selfie,These photos fr...,http://youtu.be/lbtjx8XgDvs,"May  7, 2014","These photos from around the world represent just a small number of the 50,000 photos that were posted to social media platforms in response to NASA's #GlobalSelfie campaign held on Earth Day 2014. The 50,000 images are being assembled into a mosaic image of Earth to be released later in May. The Global Selfie event was designed to encourage environmental awareness and recognize NASA's ongoing work to protect our home planet.",6, 2014
2276,2276,2276,environmental,These photos fr...,http://youtu.be/lbtjx8XgDvs,"May  7, 2014","These photos from around the world represent just a small number of the 50,000 photos that were posted to social media platforms in response to NASA's #GlobalSelfie campaign held on Earth Day 2014. The 50,000 images are being assembled into a mosaic image of Earth to be released later in May. The Global Selfie event was designed to encourage environmental awareness and recognize NASA's ongoing work to protect our home planet.",8, 2014
2277,2277,2277,planet,These photos fr...,http://youtu.be/lbtjx8XgDvs,"May  7, 2014","These photos from around the world represent just a small number of the 50,000 photos that were posted to social media platforms in response to NASA's #GlobalSelfie campaign held on Earth Day 2014. The 50,000 images are being assembled into a mosaic image of Earth to be released later in May. The Global Selfie event was designed to encourage environmental awareness and recognize NASA's ongoing work to protect our home planet.",9, 2014
2278,2278,2278,Satellite,Satellite instr...,/news/1080/how-does-your-garden-glow-nasas-oco-2-seeks-answer/,"May  5, 2014",Satellite instruments are giving scientists an unexpected view of a nearly invisible fluorescent glow from space. The glow sheds new light on the productivity of vegetation on land.,0, 2014
2279,2279,2279,productivity,Satellite instr...,/news/1080/how-does-your-garden-glow-nasas-oco-2-seeks-answer/,"May  5, 2014",Satellite instruments are giving scientists an unexpected view of a nearly invisible fluorescent glow from space. The glow sheds new light on the productivity of vegetation on land.,1, 2014
2280,2280,2280,global survey,NASA and the Fr...,/news/1078/nasa-cnes-proceed-on-surface-water-and-ocean-mission/,"May  5, 2014","NASA and the French space agency Centre National d'Études Spatiales (CNES) have agreed to jointly build, launch and operate a spacecraft to conduct the first-ever global survey of Earth's surface water and to map ocean surface height with unprecedented detail.",0, 2014
2281,2281,2281,Earth,NASA and the Fr...,/news/1078/nasa-cnes-proceed-on-surface-water-and-ocean-mission/,"May  5, 2014","NASA and the French space agency Centre National d'Études Spatiales (CNES) have agreed to jointly build, launch and operate a spacecraft to conduct the first-ever global survey of Earth's surface water and to map ocean surface height with unprecedented detail.",2, 2014
2282,2282,2282,water,NASA and the Fr...,/news/1078/nasa-cnes-proceed-on-surface-water-and-ocean-mission/,"May  5, 2014","NASA and the French space agency Centre National d'Études Spatiales (CNES) have agreed to jointly build, launch and operate a spacecraft to conduct the first-ever global survey of Earth's surface water and to map ocean surface height with unprecedented detail.",4, 2014
2283,2283,2283,ocean,NASA and the Fr...,/news/1078/nasa-cnes-proceed-on-surface-water-and-ocean-mission/,"May  5, 2014","NASA and the French space agency Centre National d'Études Spatiales (CNES) have agreed to jointly build, launch and operate a spacecraft to conduct the first-ever global survey of Earth's surface water and to map ocean surface height with unprecedented detail.",5, 2014
2284,2284,2284,theater,The play 'Dr. K...,/news/1076/dr-keelings-curve-kicks-off-caltech-science-theater-festival/,"May  4, 2014","The play 'Dr. Keeling's Curve' kicked off Caltech's science theater festival on Earth Day. The play tells of David Charles Keeling, who famously discovered that carbon dioxide concentrations are the same everywhere in nature and are steadily rising.",0, 2014
2285,2285,2285,Earth,The play 'Dr. K...,/news/1076/dr-keelings-curve-kicks-off-caltech-science-theater-festival/,"May  4, 2014","The play 'Dr. Keeling's Curve' kicked off Caltech's science theater festival on Earth Day. The play tells of David Charles Keeling, who famously discovered that carbon dioxide concentrations are the same everywhere in nature and are steadily rising.",2, 2014
2286,2286,2286,carbon dioxide,The play 'Dr. K...,/news/1076/dr-keelings-curve-kicks-off-caltech-science-theater-festival/,"May  4, 2014","The play 'Dr. Keeling's Curve' kicked off Caltech's science theater festival on Earth Day. The play tells of David Charles Keeling, who famously discovered that carbon dioxide concentrations are the same everywhere in nature and are steadily rising.",4, 2014
2287,2287,2287,nature,The play 'Dr. K...,/news/1076/dr-keelings-curve-kicks-off-caltech-science-theater-festival/,"May  4, 2014","The play 'Dr. Keeling's Curve' kicked off Caltech's science theater festival on Earth Day. The play tells of David Charles Keeling, who famously discovered that carbon dioxide concentrations are the same everywhere in nature and are steadily rising.",5, 2014
2288,2288,2288,carbon dioxide,A NASA spacecra...,/news/1077/nasa-carbon-counting-satellite-arrives-at-launch-site/,"May  1, 2014","A NASA spacecraft designed to make precise measurements of carbon dioxide in Earth's atmosphere is at Vandenberg Air Force Base, Calif., to begin final preparations for launch.",0, 2014
2289,2289,2289,Earth,A NASA spacecra...,/news/1077/nasa-carbon-counting-satellite-arrives-at-launch-site/,"May  1, 2014","A NASA spacecraft designed to make precise measurements of carbon dioxide in Earth's atmosphere is at Vandenberg Air Force Base, Calif., to begin final preparations for launch.",2, 2014
2290,2290,2290,atmosphere,A NASA spacecra...,/news/1077/nasa-carbon-counting-satellite-arrives-at-launch-site/,"May  1, 2014","A NASA spacecraft designed to make precise measurements of carbon dioxide in Earth's atmosphere is at Vandenberg Air Force Base, Calif., to begin final preparations for launch.",3, 2014
2291,2291,2291,ozone,New NASA resear...,/news/1074/nasa-puzzles-out-ozones-ups-and-downs/,"April 28, 2014",New NASA research on natural ozone cycles suggests ozone levels in the lowest part of Earth's atmosphere probably won't be affected much by projected future strengthening of the circulating winds that transport ozone between Earth's two lowest atmospheric layers.,0, 2014
2292,2292,2292,ozone,New NASA resear...,/news/1074/nasa-puzzles-out-ozones-ups-and-downs/,"April 28, 2014",New NASA research on natural ozone cycles suggests ozone levels in the lowest part of Earth's atmosphere probably won't be affected much by projected future strengthening of the circulating winds that transport ozone between Earth's two lowest atmospheric layers.,2, 2014
2293,2293,2293,Earth,New NASA resear...,/news/1074/nasa-puzzles-out-ozones-ups-and-downs/,"April 28, 2014",New NASA research on natural ozone cycles suggests ozone levels in the lowest part of Earth's atmosphere probably won't be affected much by projected future strengthening of the circulating winds that transport ozone between Earth's two lowest atmospheric layers.,4, 2014
2294,2294,2294,atmosphere,New NASA resear...,/news/1074/nasa-puzzles-out-ozones-ups-and-downs/,"April 28, 2014",New NASA research on natural ozone cycles suggests ozone levels in the lowest part of Earth's atmosphere probably won't be affected much by projected future strengthening of the circulating winds that transport ozone between Earth's two lowest atmospheric layers.,6, 2014
